uid,psychopathy,machiavellianism,narcissism,openness,conscientiousness,extraversion,agreeableness,neuroticism,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100
157,2.555555556,2.8,2.666666667,6,2,3,4,4.5,49.76,6,8,25,35,51,60,62,150,52.17741935,62,3235,160,0,3.851991748,3.877256133,4.727606315,53408,92,0,654,13.95,20.29,69.34,43.96,11.29,7.03,3.25,0.58,1.72,0.84,0.64,4.26,5.81,12.43,7.89,3.09,7.25,1.03,3.85,10.58,3.99,1.91,2.29,2.21,0.18,7.57,0.36,0.14,0.74,4.54,2.73,1.79,0.23,0.73,0.31,12.44,1.62,1.36,1.53,2.53,1.09,0.58,2.41,2.52,2.31,0.94,0.51,0.77,1.91,0.87,0.52,0.23,0.42,11.98,1.47,5.1,5.38,1.43,1.24,1.31,0.26,0.77,0.46,0.22,0.44,0.17,0.23,9.17,3.04,3.69,0.4,0.79,0.87,0.58,0.89,2.85,0.29,13.68,37.15
158,2,1.8,3.111111111,5.5,3.5,6.5,4.5,2.5,,14,17,23,26,30,36,34,244,92.02857143,35,3221,106,1,3.786609473,3.244524512,4.758798386,57385,1728,0,539,23.85,25.49,65.23,38.98,9.4,5.63,2.66,0.63,1.67,0.25,0.43,3.77,3.47,12.38,8.1,2,8.22,1.12,3.88,10.22,3.81,1.65,2.16,1.33,0.04,7.08,0.08,0.07,0.59,5.32,3.93,1.34,0.23,0.37,0.25,13.39,2.79,1.67,1.62,2.28,0.96,0.47,2.31,2.34,1.48,0.68,0.44,0.29,2.04,0.31,1.49,0.13,0.18,8.46,1.04,4.29,3.04,3.95,1.58,0.88,0.19,1,0.1,0.07,0.61,0.21,0.16,9.43,1.06,5.81,0.25,1.7,1.23,1.55,0.55,2.99,0.33,18.2,44.79
159,1.111111111,2.7,1.888888889,4,6,2.5,5,2,40.5,,,,,,,,,,,,31,0,2.214843848,1.86923172,3.605735894,4034,4,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1.111111111,1.4,1.888888889,4,6,2,6,5.5,41.08,0,0,0,0,0,5,51,14,2.322006472,618,1435,79,0,1.892094603,2.152288344,3.164055292,1459,16,0,1,11.65,18,69.55,43.47,12.22,8.71,6.35,0.54,1.06,0.45,0.31,3.52,5.04,11.7,7.81,2.29,7.8,0.67,4.36,10.92,3.83,1.35,1.81,2.69,0.24,5.2,0.29,0.15,0.65,5.14,3.23,1.86,0.27,0.65,0.36,11.69,1.54,1.08,1.17,2.15,0.98,0.36,2.8,2.57,2.11,0.9,0.35,0.57,3.31,0.91,0.83,0.22,1.48,12.43,1.68,6.43,4.33,1.45,1.29,2.2,0.69,0.66,0.2,0.14,0.62,0.12,0.27,9.99,3.1,3.1,0.01,0.91,1.45,0.62,0.81,3.82,1.39,11.66,38.22
161,2.111111111,3.4,4.666666667,7,6.5,4,7,3.5,16.9,0,0,0,0,0,2,2,10,1.620689655,87,141,6,0,1.73239376,1.892094603,2.152288344,142,7,0,2,16.01,16.76,59.83,37.65,9.92,7.12,4.09,1.06,0.96,0.37,0.64,2.8,5.19,9.41,6.06,1.79,6.57,0.64,3.49,9.78,3.17,0.64,1.47,2.2,0.37,6.06,0.18,0.23,0.23,4.68,3.54,1.15,0.05,0.28,0.23,8.72,1.1,0.87,0.51,0.92,0.96,0.37,3.26,1.01,1.88,0.83,0.46,0.41,3.21,0.64,0.51,0.83,1.29,12.63,1.79,7.25,3.49,0.96,0.73,2.34,0.41,0.92,0.18,0.14,0.23,0.23,0.14,11.85,2.34,6.2,0.05,1.24,1.88,1.52,2.85,2.02,0.78,16.16,47.66
162,2.777777778,2.7,2.666666667,6.5,5,4.5,2.5,2.5,30.45,0,0,0,0,0,10,92,16,2.724944321,898,2447,81,1,2.558708571,2.541579244,3.387389826,2440,64,0,10,16.11,19.95,63.58,37.47,6.78,3.87,1.89,0.36,1.08,0.24,0.3,2.91,5.07,10.65,6.64,2.02,7.47,0.52,3.24,10.35,2.73,1.48,2.28,2.32,0.49,4.93,0.11,0.08,0.55,5.97,4.03,1.91,0.15,0.76,0.51,10.42,1.47,1.34,0.88,2.05,0.73,0.38,2.31,1.9,1.8,0.9,0.46,0.34,1.28,0.41,0.24,0.23,0.48,11.76,1.63,5.76,4.27,2.67,1.98,2.16,0.2,0.98,0.36,0.15,0.79,0.09,0.19,10.52,1.53,3.51,0.08,1.29,0.33,0.7,0.66,0.6,0.3,12.9,32.76
163,1.666666667,2.8,3.111111111,6.5,6,5,5,3,30.66,0,0,0,0,5,80,253,27,6.090225564,532,3240,59,0,2.187520721,2.033423755,3.756255649,5705,699,0,3,9.41,16.11,79.12,49.1,15.54,10.68,7.24,0.43,2.11,0.56,0.35,4.86,4.16,14.62,9.16,2.76,9.69,1.1,5.15,10.2,5.75,1.66,1.98,2.24,0.55,7.28,0.25,0.28,0.68,7.59,4.9,2.62,0.39,1.11,0.45,14.01,1.82,1.44,1.73,2.19,1.04,0.52,3.56,2.83,2.75,1.05,1.02,0.56,2.01,0.79,0.48,0.56,0.26,11.64,1.54,4.63,5.68,2.05,1.35,2.15,0.37,0.57,0.49,0.18,1.47,0.35,0.3,11.37,3.68,1.33,0.04,1.22,1.9,0.71,1.31,3.25,0.44,6.93,32.64
164,2.222222222,3.2,2.777777778,4,4.5,3.5,4,5,12.33,0,0,0,0,0,3,5,15,1.629411765,170,277,0,0,1.544068044,2.645422269,2.447158031,280,0,0,0,11.81,20.74,66.51,38.28,9.17,5.09,2.19,0.54,1.85,0.27,0.24,4.08,4.05,12.78,7.76,3.37,7.86,0.84,4.96,8.33,3.47,1.65,2.43,3.07,0.3,6.78,0.13,0.03,0.47,8.13,5.83,2.23,0.2,1.18,0.37,11.87,1.59,0.78,1.48,2.8,1.11,0.51,2.16,2.63,2.43,1.25,0.61,0.4,2.09,0.67,0.51,0.64,0.47,10.42,1.05,4.45,5.09,1.69,1.35,2.6,0.3,0.74,0.2,0.24,0.84,0.37,0.2,13.66,3.68,3.68,0.57,1.69,7.05,2.46,0.88,2.7,0.54,18.28,56.49
165,1.222222222,2.9,3.666666667,5,5,3,5,4,57.45,1,1,7,22,65,88,102,110,15.79901961,204,3223,153,0,2.846955325,3.18920949,3.847140617,7033,286,0,28,14.07,19.3,65.75,36.28,10.07,7.36,3.53,0.52,1.99,0.99,0.34,2.71,3.81,10.99,6.39,1.83,7.45,0.85,2.68,8.86,3.16,1.09,1.98,2.56,0.13,8.79,0.53,0.24,1.06,7.29,5.22,2.03,0.35,0.63,0.51,10.47,1.52,1,1.28,1.59,1.14,0.44,2.73,1.27,2.25,0.8,0.53,0.66,4.29,1.12,1.31,1.45,0.77,10.54,1.64,4.22,4.64,0.99,1.54,1.53,0.55,0.65,1.56,0.22,0.36,0.18,0.17,13.55,2.66,4.38,0.55,0.43,2.11,1.54,0.94,1.57,0.44,14.31,42.96
166,2.333333333,2.6,3.333333333,5,7,4,4,1.5,11.39,0,0,0,0,0,2,1,10,1.975,40,79,127,0,1.176091259,1.544068044,1.903089987,80,2,0,0,38.79,18.83,73.67,41.56,8.59,4.61,1.64,0.78,1.25,0.7,0.23,3.98,7.03,12.03,6.41,4.22,6.56,0.47,3.91,11.56,3.67,1.25,1.48,2.89,0.31,5.23,0.08,0.08,0.47,6.41,4.14,2.27,0.16,1.25,0.62,10.55,1.33,0.78,0.62,1.25,0.47,0.86,3.36,2.03,3.12,1.95,0.62,0.55,1.33,0.94,0.23,0,0.16,16.09,2.42,5.55,8.12,2.19,2.73,3.28,0.31,1.09,0.47,0,0.62,0.31,0.08,4.53,1.56,1.48,0,0.39,2.89,4.77,0,5.86,0.31,8.12,30.23
167,1.111111111,3,2.666666667,6.5,3,2,6,2,20.36,0,0,0,0,0,3,23,11,2.4,285,684,131,0,2.403120521,2.338456494,2.839478047,691,9,0,17,12.72,20.37,74.09,43.28,10.54,6.73,3.3,0.59,1.89,0.61,0.34,3.81,5.88,11.8,7.39,1.99,7.84,1.09,4.43,11.07,4.38,1.03,2.05,1.64,0.04,7.57,0.19,0.17,0.88,7.08,5.47,1.57,0.32,0.45,0.31,14.19,2.33,1.52,1.8,2.77,1.14,0.4,3.42,2.45,2.71,1.34,0.53,0.63,1.81,0.44,0.49,0.26,0.67,12.51,1.73,5.5,5.57,2.36,1.62,2.48,0.52,0.81,0.22,0.13,0.57,0.19,0.19,8.31,0.98,2.88,0.11,1.31,2.82,1.05,0.17,2.48,0.12,10.06,30.44
168,2.777777778,3.8,2.555555556,7,6.5,1,2,5.5,36.09,0,0,0,0,0,2,2,7,1.915254237,177,339,66,0,2.537819095,1.748188027,2.514547753,327,24,0,14,13.75,19.78,61.49,34.89,6.56,3.86,1.63,0.2,0.94,0.77,0.32,2.7,5.03,8.55,4.94,3.48,4.16,0.49,3.06,11.61,2.98,1.21,1.43,4.06,0.03,6.8,1.08,0.15,0.94,3.2,2.4,0.8,0.13,0.17,0.25,8.47,1.32,0.95,0.76,1.25,0.93,0.28,2.11,1.35,1.54,0.77,0.39,0.24,1.22,0.32,0.31,0.22,0.38,16.08,1.56,7.26,7.05,2.33,1.14,1.74,1.26,0.95,0.41,0.39,0.2,0.03,0.14,9.79,4.14,2.81,0.29,1.02,1.02,1.85,1.73,2.98,0.56,7.93,34.7
169,2.111111111,2.6,2.222222222,5,4,2,5,3.5,37.14,0,0,0,1,1,7,66,46,2.804698972,681,1910,48,0,1.763427994,2.123851641,3.281941933,1914,40,0,1,15.55,19.45,76.48,45.87,11.94,7.5,4.43,0.29,1.53,0.8,0.46,4.44,5.63,13.97,8.61,2.98,9.08,0.89,4.97,11.67,3.81,1.58,2.01,1.84,0.29,6.84,0.18,0.19,0.85,8.47,5.72,2.69,0.48,1,0.49,12.52,1.69,1.05,1.4,2.32,1.27,0.45,2.99,2.21,3.05,1.69,0.72,0.52,1.94,0.75,0.51,0.46,0.32,13.24,1.96,5.53,6.06,1.64,1.59,1.98,0.38,0.77,0.37,0.32,1.39,0.22,0.38,11.6,3.36,1.47,0.12,1.43,3.99,0.85,1.44,3.62,0.34,6.78,35.41
170,2.222222222,2.6,3.111111111,5.5,4.5,3.5,4,4,34.73,0,0,0,0,2,6,38,34,2.532994924,394,998,119,0,2.908485019,2.376576957,2.999130541,998,259,0,43,13.57,22.86,66.46,37.02,9.22,5.94,2.71,0.3,2.23,0.25,0.45,3.28,4.53,11.03,5.91,1.8,7.63,0.73,4.25,10.24,3.5,1.16,1.92,1.61,0.02,8.51,0.1,0.13,0.44,7.8,6.74,0.89,0.13,0.28,0.16,12.36,2.31,1.98,1.49,1.76,1.07,0.25,2.12,2.15,1.8,0.86,0.44,0.39,0.96,0.21,0.14,0.47,0.13,9.23,1.22,4.17,3.69,4.69,1.92,1.25,0.09,0.93,0.12,0.07,0.92,0.1,0.2,7.93,3.29,5.15,0.09,1.11,3.49,2.73,0.7,2.67,0.79,15.91,45.5
171,1.888888889,3.1,2.888888889,6.5,6.5,4,6.5,3.5,59.19,0,0,0,0,2,25,220,30,4.565770863,707,3228,99,0,2.882524538,1.806179974,3.559188189,3624,182,0,59,41.33,25.71,50.62,27.24,3.63,1.97,0.56,0.46,0.66,0.08,0.21,1.67,5.07,5.7,3.5,0.61,4.1,0.47,2.02,10.62,1.96,0.55,1.45,2.04,0.05,4.86,0.05,0.08,0.47,3.95,2.86,1.05,0.18,0.47,0.16,8.64,1.84,1.61,0.61,0.86,0.58,0.65,1.66,0.96,1.09,0.49,0.37,0.17,0.67,0.16,0.32,0.1,0.1,10.19,1.11,5.24,3.7,3.8,1.41,1.24,0.09,0.69,0.26,0.17,0.2,0.07,0.1,9.06,1.74,10.54,0.06,0.71,0.58,1.91,2.76,2.58,1.3,22.77,55.36
172,1.333333333,3.2,1.888888889,4.5,6,2.5,4,3,20.72,0,0,0,0,0,40,182,19,3.924482339,821,3222,60,1,2.012837225,2.463892989,3.60238559,4003,10,0,3,8.34,17.91,77.59,46.62,15.39,11.02,8.09,0.49,1.51,0.56,0.38,4.37,4.33,15.1,9.29,2.38,10.95,0.82,5.62,9.23,3.77,1.91,2.14,2.42,0.71,7.26,0.75,0.21,0.7,8.68,5.5,3.13,0.35,1.24,0.61,12.07,1.45,1.29,1.62,1.77,1.52,0.37,2.58,2.15,2.5,1.16,0.72,0.45,3.36,1,0.74,1.06,0.64,12.71,1.48,4.74,6.55,1.98,1.61,1.93,0.54,0.45,0.47,0.26,1.12,0.16,0.3,12.17,2.27,2.21,0.98,1.66,2.95,0.39,0.96,3.75,0.42,8.26,36.45
173,1.555555556,2.2,3.777777778,5,6.5,2.5,5,6,31.31,0,0,0,0,1,43,204,23,4.16066838,778,3237,72,1,2.167317335,2.563481085,3.618675539,4156,1015,0,4,13.18,17.14,73.98,44.62,12.97,8.83,5.2,0.45,1.96,0.87,0.34,4.14,4.68,13.5,8.27,2.6,8.72,1.04,5.52,9.7,4.26,1.4,2.2,1.99,0.18,7.91,0.32,0.4,0.73,8.3,6.14,2.14,0.34,0.81,0.46,12.24,1.77,1.06,1.51,1.88,1.36,0.41,2.74,2.36,2.66,1.19,0.79,0.51,2.9,0.89,0.47,1.01,0.6,12.1,1.45,4.51,6.34,1.52,1.33,2,0.38,0.48,0.26,0.31,1.84,0.11,0.34,7.97,2.3,3.03,0.56,1.12,5.02,0.71,0.91,2.96,0.55,8.57,34.79
174,2,2.9,2.111111111,5.5,5.5,3.5,4.5,1.5,25.21,0,0,0,0,0,3,6,15,1.840182648,219,403,52,0,1.041392685,2.045322979,2.608526034,406,0,0,0,8.93,18.62,75.49,46.44,14.58,9.67,5.85,0.42,2.16,0.78,0.47,4.91,5.11,14.96,8.97,3.1,10.05,0.78,4.65,9.55,4.22,1.92,1.79,1.9,1.3,8.19,0.49,0.18,0.83,7.08,3.97,3.12,0.29,1.68,0.27,13.04,1.79,1.76,1.45,2.16,1.01,0.4,2.64,2.75,3.15,1.39,1.23,0.51,2.74,1.01,0.36,1.03,0.38,11.07,1.41,4.78,5.16,0.89,1.01,2.48,0.36,0.38,0.85,0.24,0.89,0.16,0.38,14.92,4.87,1.34,0.07,1.83,1.45,0.82,0.47,4.58,0.36,9.36,40.37
175,2.111111111,3.9,3.777777778,7,6.5,5,6,2.5,13.28,0,0,0,0,0,4,14,15,1.912225705,319,610,104,0,2.336459734,2.326335861,2.78604121,611,5,0,16,31.76,23.52,49.49,23.41,3.75,2.23,0.85,0.27,0.84,0.16,0.11,1.52,3.59,5.26,2.68,1.09,3.57,0.29,2.06,8.33,2.03,0.57,1.21,2.24,0.08,5.49,0.1,0.11,0.38,4.84,3.99,0.83,0.15,0.27,0.15,7.49,1.31,1.45,0.51,0.72,0.44,0.32,1.89,0.95,1.59,0.82,0.22,0.46,1.05,0.29,0.19,0.22,0.43,10.59,1.51,4.55,4.52,2.81,1.96,2.69,0.21,1.3,0.19,0.14,0.45,0.11,0.17,9.85,1.5,8.68,1.69,0.63,0.68,5.24,0.45,1.67,1.28,21.97,55.17
176,2.777777778,3.4,2.888888889,6.5,6.5,5.5,1.5,6,34.75,0,0,1,5,66,145,157,62,18.85964912,171,3225,81,1,3.089551883,3.042575512,4.245537343,17601,9,0,35,14.23,21.29,61.51,34.57,7.13,4.06,1.87,0.45,0.82,0.51,0.41,3.07,4.95,9.36,5.88,1.81,5.94,0.73,3.21,9.84,2.71,1.12,2.04,1.85,0.29,5.41,0.19,0.09,0.57,6.11,3.87,2.23,0.23,0.99,0.35,9.81,1.32,1.03,1.16,1.56,0.99,0.69,2.04,1.39,1.88,0.86,0.54,0.38,1.41,0.46,0.42,0.26,0.32,11.35,1.37,5.16,4.83,2.67,1.79,1.99,0.28,1.16,0.42,0.3,0.41,0.17,0.2,11.31,1.12,5.22,0.11,0.68,0.74,1.04,0.51,2.46,0.18,15.68,39.27
177,1,2.2,1.666666667,4.5,5,1.5,4.5,6,10.28,,,,,,,,,,,,153,1,1.643452676,1.886490725,2.737192643,546,7,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1.555555556,2.4,2.555555556,5,5,2.5,2.5,1,47.36,0,0,0,1,58,149,179,46,17.08510638,188,3212,75,0,3.803115555,3.723455672,4.214976235,16405,1,0,303,35.58,24.49,49.26,27.22,6.13,4.13,1.74,0.21,1.58,0.31,0.3,2,3.44,7.81,4.67,1.09,5.47,0.64,2.57,7.67,2.52,0.81,1.47,1.66,0.06,5.14,0.14,0.1,0.4,6.44,4.31,2.09,0.39,0.92,0.21,10,1.37,1.72,0.96,1.22,0.81,1.57,1.63,1.15,1.17,0.59,0.28,0.24,0.76,0.23,0.35,0.1,0.09,7.03,0.85,3.16,2.94,2.37,1.26,0.91,0.32,0.88,0.37,0.19,0.56,0.12,0.13,6.84,1.21,8.13,0.22,1.45,1.21,1.34,0.25,1.54,0.35,26.52,49.54
179,1.555555556,3.4,3.222222222,5,7,4.5,4.5,3.5,17.16,0,0,0,0,0,2,9,9,2.555555556,90,230,81,0,1.255272505,1.380211242,2.361727836,230,0,0,2,12.99,22.21,71.83,47.48,12.91,9.03,5.25,0.58,2.28,0.34,0.58,3.88,4.97,12.64,9.4,2.59,8.14,0.85,5.35,10.59,4.39,2.28,2.08,2.15,0.34,6.74,0.07,0.03,0.37,5.25,3.61,1.6,0.27,0.65,0.31,10.93,1.26,1.16,1.09,1.91,1.02,0.48,2.38,3,1.77,1.06,0.41,0.85,2.11,0.72,0.44,0.34,0.72,13.39,1.26,5.99,6.4,1.81,1.02,1.46,0.54,0.24,0.37,0.1,0.48,0.31,0.31,8.34,3.71,2.04,0.17,1.02,1.67,1.43,0.61,3.64,0.34,10.97,34.71
180,1.888888889,2.7,2.111111111,5.5,3,4,2.5,3.5,27.68,0,0,0,0,0,3,70,11,2.576701269,867,2234,46,1,2.278753601,2.318063335,3.348888723,2233,5,0,6,9.53,18.33,67.8,40.09,10.11,6.28,3.67,0.48,1.56,0.28,0.3,3.83,5.74,12.72,7.9,2.09,8.37,1.14,3.79,9.5,2.85,1.63,2.05,1.84,0.45,5.75,0.16,0.05,0.39,6.11,3.99,2.1,0.3,0.87,0.33,11.09,1.35,1.17,1.34,1.97,1.14,0.42,2.33,2.05,2.81,1.21,0.93,0.58,2.08,0.65,0.39,0.45,0.65,12.14,1.65,4.72,5.86,2.1,1.57,2.07,0.46,0.64,0.5,0.14,0.83,0.24,0.24,13.73,2.88,4.86,0.16,1.26,0.86,1.18,0.86,3.33,0.32,15.07,44.84
181,1.888888889,2.5,3.222222222,6,6.5,5.5,5,4,42.82,0,0,0,2,9,82,226,47,6.215264188,511,3176,149,0,2.783188691,2.614897216,3.59900924,3972,2376,0,57,19.27,27.25,56.01,30.49,5.74,3.66,1.68,0.39,1.24,0.17,0.18,2.08,4.1,7.66,4.65,1.02,5.3,0.73,2.21,10.63,2.58,0.72,1.99,2.1,0.03,5.77,0.05,0.11,0.55,4.26,3.3,0.94,0.13,0.35,0.24,9.65,1.67,1.27,1.01,1.65,0.75,0.45,2.23,1.27,1.58,0.74,0.46,0.27,0.84,0.24,0.41,0.08,0.15,10.2,1.25,5.33,3.55,4.82,1.54,1.36,0.14,0.86,0.18,0.07,0.23,0.05,0.1,9.79,2.17,6.54,0.25,1.31,1.68,1.46,0.5,2.35,0.62,21.16,48.64
182,1.555555556,2.7,1.888888889,6.5,3,1.5,6.5,4,35.67,0,0,0,0,2,68,236,22,5.146031746,630,3242,160,0,2.769377326,2.679427897,3.754730469,5685,119,0,48,10.77,20.63,65.58,38.5,9.72,6.16,3.62,0.44,1.56,0.28,0.27,3.56,4.61,10.33,6.05,1.91,6.97,0.7,3.7,10.39,3.43,1.36,2.24,1.9,0.12,6.4,0.29,0.22,0.53,6.44,4.96,1.45,0.21,0.43,0.29,10.87,1.64,0.99,1.24,2.33,1.1,0.32,1.97,2.12,1.94,0.79,0.49,0.43,2.01,0.35,0.28,0.27,1.13,11.45,1.37,5.51,4.63,2.33,1.21,2.43,0.52,0.71,0.27,0.13,0.88,0.21,0.23,10.59,4.6,4.4,0.99,1.27,2.7,2.45,1.94,3.1,1.31,11.66,48.3
183,2.555555556,2.6,3.222222222,6,6,6,6,6.5,25.94,0,0,0,0,2,15,51,37,2.777272727,440,1222,66,0,2.06069784,2.181843588,3.09131516,1234,13,0,5,12.76,17.47,72.55,41.97,11.57,8.22,4.81,0.45,2.09,0.47,0.4,3.35,4.77,12.49,7.03,1.92,8.77,0.89,4.07,10.75,3.77,1.47,1.93,1.98,0.29,8.08,0.47,0.17,0.89,7.42,5.2,2.16,0.23,0.79,0.61,12.35,1.76,1.3,1.54,2.07,1.09,0.46,3.03,2.16,3.02,1.15,0.69,0.82,3.42,1.14,0.79,0.76,0.87,12.85,1.53,5.26,6.16,1.36,1.52,1.77,0.61,0.42,0.28,0.13,0.67,0.16,0.38,10.32,2.25,2.96,0.16,1.64,5.61,1.74,1.04,2.64,0.74,11.34,41.4
184,2.222222222,2.7,3,6,4,3.5,3.5,3,17.62,0,0,0,0,0,2,0,5,1.306220096,209,273,0,0,1.785329835,1.716003344,2.436162647,273,0,0,4,11.7,23.15,65.41,38.55,8.16,5.12,2.91,0.62,1,0.03,0.57,3.04,5.02,11.13,6.8,1.57,7.44,1.18,3.45,10.74,3.79,1.26,2.47,2.47,0.05,4.58,0,0.1,0.26,6.21,3.86,2.19,0.26,0.77,0.41,12.16,1.67,1.85,1.26,2.21,0.72,0.57,2.73,2.11,1.29,0.59,0.33,0.33,0.72,0.18,0.15,0.1,0.31,11.87,1.62,5.05,5.02,2.99,2.52,1.34,0.46,1.44,0.15,0.23,0.64,0.21,0.18,9.79,3.37,3.17,0.1,1.67,2.16,1.8,1.78,2.47,0.49,12.41,40.05
185,1.777777778,2.7,2.222222222,5.5,2.5,6,6.5,5,32.64,0,0,0,0,1,20,160,21,3.670480549,874,3208,40,0,2.392696953,2.436162647,3.566319622,3684,33,0,12,10.53,18.73,74.06,45.21,13.54,9.34,5.98,0.57,1.97,0.53,0.3,4.2,5.25,13.51,8.19,2.41,9.6,0.64,4.85,9.99,3.97,1.34,1.7,1.42,0.59,7.24,0.36,0.23,0.9,6.01,3.55,2.44,0.33,0.95,0.52,12.53,1.64,1.15,1.48,1.96,1.38,0.36,3.28,2.04,2.62,1.08,0.43,0.83,3.79,0.89,0.53,0.74,1.76,12.23,1.67,5.58,5.25,1.31,1.16,2.16,0.75,0.62,0.47,0.18,0.83,0.08,0.44,9.98,3.66,2.7,0.28,1.84,2.36,1.19,1.52,2.78,0.48,9.76,36.88
186,1.111111111,2.3,2.777777778,6.5,3.5,6,7,3.5,57.49,0,6,19,45,59,64,62,96,52.22580645,62,3238,140,1,2.638489257,2.517195898,4.199371161,15826,257,0,20,12.43,18.6,21.58,10.23,3.12,2.3,1.88,0.05,0.27,0.03,0.06,0.82,0.88,2.46,1.45,0.41,1.6,0.25,1.17,2.49,1.38,0.31,0.66,0.91,0.07,2.64,0.05,0.02,1.63,2.28,1.62,0.67,0.08,0.23,0.1,3.11,0.52,0.26,0.35,0.55,0.41,0.1,0.45,0.72,0.52,0.19,0.14,0.14,0.94,0.2,0.47,0.13,0.25,3.59,0.3,1.23,2.04,0.69,0.44,0.66,0.62,0.2,0.26,0.06,1.23,0.31,0.05,15.65,4.22,3.04,1.26,2.03,4.23,5.71,1.15,0.63,0.59,10.47,51.32
187,1.444444444,2.5,3.666666667,6.5,4.5,5,7,4.5,11.34,0,0,0,0,0,2,0,2,1.130434783,23,26,117,0,1.681241237,2.170261715,1.414973348,26,0,0,0,16.38,21.37,66.16,41.48,8.91,5.34,3.82,0.51,0.76,0.25,0,3.56,6.87,9.92,6.11,1.78,6.87,0.76,2.8,10.94,4.83,1.02,2.8,1.78,0,3.56,0,0,0,6.36,5.6,0.76,0.25,0,0.25,12.21,1.27,1.02,1.53,1.78,1.27,1.02,3.31,1.53,2.04,1.02,0.51,0.25,0.76,0,0,0.51,0.25,12.98,1.27,5.85,5.6,2.04,1.27,2.29,0.25,1.02,0,0.51,0.25,0,0,10.69,1.53,5.09,0,0,1.78,1.27,1.53,3.31,0,12.47,38.17
188,1.111111111,2.1,1.444444444,4.5,4.5,3.5,5,6,38.11,0,0,1,6,41,130,180,64,12.16287879,264,3211,13,1,2.093421685,2.170261715,3.889469784,7753,7,0,5,20.19,19.58,69.45,43.04,11.55,6.81,3.46,0.46,1.76,0.65,0.48,4.74,4.99,12.86,8.33,2.5,8.38,0.87,4.53,10.22,3.92,1.54,2.09,1.63,0.27,7.12,0.2,0.11,0.79,5.93,3.71,2.2,0.37,0.86,0.36,12.6,1.92,1.42,1.55,2.77,1.14,0.58,2.19,2.38,2.23,1.02,0.57,0.46,1.95,0.6,0.57,0.4,0.45,11.18,1.47,4.92,4.85,1.63,1.07,1.3,0.41,0.73,0.31,0.23,0.94,0.18,0.2,7.49,2.22,4.71,1.09,1.39,0.83,1.55,0.79,3.33,0.74,14.03,40.07
189,1.777777778,3.3,1.666666667,3,4,3,4,5.5,,0,2,6,19,74,106,114,91,27.58974359,117,3228,92,1,2.408239965,2.392696953,4.219217657,16566,573,0,2,14.73,18.93,68.19,41.3,11.57,7.51,5.17,0.38,1.24,0.37,0.35,4.06,5.46,12.07,7.56,2.1,8.21,0.83,4.04,9.03,3.92,1.5,2.18,2.36,0.27,5.85,0.17,0.15,0.81,6.51,4.65,1.82,0.31,0.73,0.32,11.52,1.6,1.16,1.51,1.86,1.19,0.45,2.5,2.03,2.3,1.04,0.55,0.49,2.16,0.58,0.39,0.75,0.58,10.7,1.35,4.41,5.07,1.52,1.28,1.91,0.43,0.71,0.41,0.16,0.7,0.17,0.27,9.61,2.2,5.21,0.55,0.9,2.66,0.96,0.68,3.52,0.56,13.74,41.54
190,2,2.8,2.555555556,4.5,5.5,4.5,3,4,33.81,0,0,0,1,1,20,99,44,3.328571429,630,2097,13,0,1.69019608,1.832508913,3.318063335,2080,25,0,0,11.89,19.79,63.91,38.55,9.24,5.4,2.5,0.52,1.46,0.43,0.49,3.84,4.56,11.34,7.42,2.01,7.44,1.04,3.67,9.06,3.62,1.97,2.02,2.99,0.31,6,0.11,0.06,0.49,5.43,3.43,1.98,0.26,0.78,0.31,12.44,1.94,1.29,1.42,2.22,1.34,0.52,2.34,2.3,1.65,0.72,0.48,0.36,1.48,0.62,0.4,0.21,0.3,10.58,1.36,4.62,4.49,2.15,1.66,1.31,0.3,1.21,0.29,0.13,0.62,0.25,0.22,13.11,3.53,3.75,0.32,1.53,0.57,2.45,1.06,3.65,0.25,14.05,44.57
